publishedAt,title,tags,duration_in_seconds,viewCount,likeCount,Date of release ,# of days ,Views per day 
2018-11-15T15:30:01Z,Where Is Thumbkin? | featuring Noodle & Pals | Super Simple Songs,"['where is thumbkin', 'thumbkin', 'where is thumbkin here I am', 'frere jacques', 'kids songs', 'nursery rhyme', 'preschool', 'toddler songs']",121,48439791,36237,2018-11-15,"1,787",27107
2021-08-19T10:30:05Z,Hush Little Baby | Super Simple Songs Lullaby,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'lullaby song', 'super simple songs lullaby', 'hush little baby', 'hush little baby lullaby', 'bedtime song for kids']",144,48237905,84862,2021-08-19,779,61923
2016-07-31T14:30:00Z,The Alphabet Chant + More | ABC Songs | Super Simple Songs,"['ABC song', 'ABC Songs', 'Alphabet Chant', 'ABC Chant', 'Learn the Alphabet', 'Sing the Alphabet', 'Learn ABCs', 'Sing ABCs', 'ABCD Songs', 'Kids Songs']",608,47924196,93063,2016-07-31,"2,624",18264
2016-05-11T15:30:00Z,Walking Walking + More | Nursery Rhymes & Kids Songs | Super Simple Songs,"['Walking walking hop hop hop', 'Walking song', 'super simple songs', 'Walking In the Jungle', 'kids songs', 'kids rhymes', 'If Youre Happy', 'One Little Finger', '#childrensmusic', 'children songs', 'baby song', 'baby rhymes', 'rhymes for kids', 'rhymes', 'Walking nursery rhyme', 'nursery rhymes', 'sweetest nursery rhymes', 'nursery', 'Walking Walking', 'nursery rhyme songs', 'non-stop nursery rhymes', 'nursery rhymes for kids', 'walking walking hop hop hop song', '#nurseryrhymes', 'Hop hop hop']",4332,47824605,56084,2016-05-11,"2,705",17680
2018-06-14T14:30:01Z,Kids Songs With Noodle & Pals | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'one little finger', 'follow me song', ""what's your name song"", ""what's my name"", ""if you're happy"", ""if you're happy and you know it"", 'walking walking song', 'walking walking', 'hide and seek', 'hide and seek song', 'seven steps', 'seven steps super simple songs', 'the alphabet chant', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'preschool songs', 'toddlers', 'songs for toddlers', 'children’s songs']",934,47775112,131574,2018-06-14,"1,941",24614
2012-05-11T22:39:22Z,"Good Morning, Mr. Rooster | Super Simple Songs","['Super Simple Learning', 'Animal song', 'animals song', 'Good Morning', 'Song For Kids', ""Children's Song"", 'Kids Song', 'Toddlerific', 'cock-a-doodle-doo', 'animals songs', 'Farm', 'preschool', 'rhymes', 'toddlers', 'kindergarten', 'nursery', 'Family', 'Good morning song', 'Rooster', 'animal songs', 'Morning', 'Super Simple Songs', 'Songs for Children', 'animals', 'farm song']",56,47202098,37780,2012-05-11,"4,166",11330
2021-01-14T11:30:14Z,The Alphabet Swing | ABC Song for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the alphabet swing', 'abcs song', 'alphabet song for kids']",105,46206032,49209,2021-01-14,996,46392
2018-03-03T15:30:02Z,10 Little Fishies | + More Kids Songs | Super Simple Songs,"['kids songs', '10 little fishies', 'ten little fishes', '10 little fishes song', 'baby shark', 'baby shark song', 'songs for kids', 'nursery rhymes', 'super simple songs', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'numbers song', '1 to 10', 'numbers for kids', 'counting from 1 to 10']",3018,46185862,72937,2018-03-03,"2,044",22596
2018-07-12T14:30:01Z,Who Took The Cookie? (Farm Animals Version) | + More Kids Songs,"['kids songs', 'songs for kids', 'who took the cookie', 'nursery rhymes', 'who took the cookie from the cookie jar', 'farm animal songs', 'farm animals', 'super simple songs', 'who stole the cookie from the cookie jar', 'who took the cookie song', 'who took the cookie simple songs', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'for kids', 'videos for kids', 'classic nursery rhymes', 'nursery songs']",3596,45520900,84980,2018-07-12,"1,913",23796
2018-04-14T14:30:00Z,Twinkle Twinkle Little Star (Extended Mix - 30 Mins!) | Nursery Rhyme Lullaby  | Super Simple Songs,"['kids songs', 'lullaby', 'lullaby for babies', 'twinkle twinkle little star', 'twinkle twinkle little star lullaby', 'twinkle twinkle little star lyrics', 'lullaby for kids', 'songs for kids', 'nursery rhymes', 'super simple songs', 'lullaby songs', 'twinkle twinkle little star nursery rhyme', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'children’s songs', 'baby songs', 'for kids', 'lullaby for babies to go to sleep', 'baby sleeping music']",1788,45466082,117444,2018-04-14,"2,002",22710
2020-08-27T10:30:01Z,The Wheels On The Bus  | ft. Carl's Car Wash | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'wheels on the bus', 'the wheels on the bus song', ""carl's car wash song"", 'bus song for kids', 'the wheels on the bus go round', 'preschool songs']",152,44929138,75770,2020-08-27,"1,136",39550
2010-09-15T00:24:21Z,The Skeleton Dance | Super Simple Songs,"['preschool', 'kids music', 'Body parts', 'K-12', 'right and left song', 'body parts song for children', 'preschool education', 'Halloween Song', 'anatomy', 'supersimplesongs', 'body', 'Skeleton', 'body parts song', 'education', 'Keep It Super Simple!', 'nursery', 'rhymes', ""children's Halloween song"", 'Toddlerific', 'Halloween song for kids', 'nursery school', 'kindergarten', 'parts of the body', 'body song', 'Super Simple Songs', 'The Skeleton Dance']",118,44460882,29347,2010-09-15,"4,770",9321
2018-09-13T13:58:18Z,Down By The Spooky Bay | Halloween Song for Kids | Super Simple Songs,"['halloween song', 'halloween song for kids', 'kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'down by the spooky bay', 'down by the bay', 'down by the spooky bay song', 'down by the spooky bay halloween song', 'halloween', 'halloween songs', 'halloween for kids', 'super simple halloween songs', 'halloween kids song', 'for kids', 'songs for toddlers', 'halloween nursery rhyme', 'best songs for kids', 'fun songs for kids', 'halloween ghost', 'halloween song for kid']",153,44440921,56691,2018-09-13,"1,850",24022
2016-07-15T15:00:01Z,The Alphabet Chant  | featuring Noodle & Pals | Super Simple Songs,"['ABC chant', 'Alphabet chant', 'ABCs', 'Alphabet', 'Alphabet song', 'ABC Song', 'Learn the alphabet', 'Learn the ABCs', 'abcd song', 'abcd chant', 'Super Simple Songs', 'www.supersimplelearning.com', 'preschool']",122,44331583,43244,2016-07-15,"2,640",16792
2014-10-08T12:30:02Z,This Is The Way We Carve A Pumpkin | Super Simple Songs,"['Super Simple Learning', 'nursery school', 'This Is The Way We', 'English kids song', 'English songs for kids', 'rhymes', 'childrens songs', 'song for toddlers', 'ESL songs', 'halloween songs for toddlers', 'Halloween', 'kids halloween song', 'nursery', 'special education', 'kindergarten', 'preschool', 'autism', 'Super Simple Songs', 'songs for kids', 'kids songs', 'Jack-o’-lantern song', 'nursery rhymes', 'toddlerfic']",83,43974072,25039,2014-10-08,"3,286",13382
2018-02-08T15:30:00Z,The Farmer In The Dell | Kids Songs | Super Simple Songs,"['kids songs', 'the farmer in the dell', 'farmer in the dell nursery rhyme', 'the farmer in the dell song', 'the farmer song', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the farmer', 'the farmer song for kids', 'the farmer in the dell song for kids', 'cow', 'pig', 'dell', 'animals', 'corn', 'popular nursery rhymes', 'farm song', 'farmer song', 'rhymes', 'kindergarten', 'toddlers', 'for kids', 'for babies', 'preschool songs']",109,43542499,29324,2018-02-08,"2,067",21066
2015-07-01T15:51:06Z,Rock Scissors Paper #2 | Finger Play Song | Super Simple Songs,"['www.supersimplelearning.com', 'Ice Cream', 'children songs', 'Ice Cream Song', 'kids song', 'Super Simple Songs', 'Fingerplay', 'finger family song', 'Thumbkin', 'Rock Paper Scissors', 'Paper', 'finger family', 'nursery rhymes', 'Rock', 'rhymes', 'Frere Jacques', 'Where is Thumbkin', 'kids', 'Super Simple Learning', 'toddlerific', 'kids songs', 'グーチョキパーで', 'nursery rhymes kids', 'Scissors', 'finger song', 'Rock Scissors Paper', 'nursery', 'nursery rhyme']",110,43250462,35921,2015-07-01,"3,020",14321
2017-11-11T11:00:04Z,Wind The Bobbin Up | Kids Songs | Super Simple Songs,"['kids songs', 'wind the bobbin up', 'wind the bobbin up nursery rhymes', 'songs for kids', 'nursery rhymes', 'super simple songs', 'wind the bobbin', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'classic nursery rhymes']",137,43104460,28568,2017-11-11,"2,156",19993
2019-10-03T10:45:00Z,10 Monsters In The Bed | Kids Halloween Song | Super Simple Songs,"['10 little monsters', 'halloween songs', 'kids songs', '10 little monsters in the bed song', 'songs for kids', 'super simple songs', 'ten little monsters', 'monsters in the bed song', 'halloween songs for kids', 'halloween monsters', 'for children', 'super simple songs halloween', '10 in the bed', 'ten in the bed', 'ten in the bed halloween']",157,42660703,39023,2019-10-03,"1,465",29120
2021-08-05T10:30:09Z,The Roly Poly Roll | Kids Song | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the roly poly roll song', 'roly poly roll', 'roly poly', 'roly poly bug', 'hop like a grasshopper', 'wiggle like a worm', 'crawl like a spider', 'buzz like a bumblebee', 'fly like a butterfly']",168,42611415,28791,2021-08-05,793,53734
2017-11-24T16:30:00Z,Our Favorite Numbers Songs | Kids Songs | Super Simple Songs,"['super simple songs', 'numbers songs', 'songs about numbers', 'counting songs', 'learn to count', 'how many fingers song', 'how to count from 1 to 10', '1 to 10', '10 in the bed', '1-10', '12345678910', 'our favorite numbers song', 'ten in the bed', 'five little ducks song', 'songs for kids', '10 little airplanes', 'five little speckled frogs', 'counting', 'kids songs', 'counting numbers for kids', 'numbers songs for kids', 'songs for toddlers', 'children’s songs', 'how many fingers nursery rhyme']",1826,42566012,98679,2017-11-24,"2,143",19863
2013-06-24T23:49:03Z,Head Shoulders Knees & Toes (Learn It),"['Nursery songs', 'preschool song', 'head and shoulders song', 'head shoulders knees and toes song official video', 'eyes and ears and mouth and nose', 'head shoulders knees and toes song', 'Super Simple Songs', 'Head shoulders knees toes', 'Preschool songs with actions', 'songs for children in english.', 'Toddlerific', 'kids song', 'head shoulders knees and toes', ""children's song"", 'www.supersimplelearning.com', 'rhymes', 'body parts song', 'nursery', 'head', 'shoulders', 'knees', 'toes', 'eyes', 'ears', 'mouth', 'nose']",71,42505981,32677,2013-06-24,"3,757",11314
2020-11-12T11:30:01Z,Five Little Elves | Christmas Song For Kids | Super Simple Songs,"['christmas song', 'five little elves', 'nursery rhymes', 'super simple songs', 'kids songs', 'christmas nursery rhymes', 'santa for kids', 'christmas songs for kids', '5 little elves song', 'kids christmas', 'christmas carol', 'count to five']",156,42375799,42063,2020-11-12,"1,059",40015
2014-11-23T08:00:02Z,Hickory Dickory...Crash! + More | Our Top Silly Songs for Kids,"['Animal song for kids', 'kids music', 'Hickory Dickory Dock (Composition)', 'ESL', 'Lesson', 'compilation', 'music for children', 'www.supersimplelearning.com', 'Hickory Dickory Dock', ""Children's Music (Musical Genre)"", 'animation', 'nursery', 'EFL', 'Kids (Film)', 'Toddler', 'rhymes', 'Education', 'preschool', 'Preschool (School Category)', 'Parents', 'Cartoon (TV Genre)', 'kindergarten', 'Song (Composition Type)', 'Family', 'learn english']",3021,42267080,38122,2014-11-23,"3,240",13045
2017-02-02T15:00:03Z,Little Robin Redbreast | Kids Songs | Super Simple Songs,"['little robin redbreast', 'redbreast', 'kids songs', 'nursery rhymes', 'cat', 'bird', 'tea', 'rhymes', 'kids', 'preschool', 'toddlers', ""children's songs"", 'nursery rhymes for children', 'songs for kids', 'preschool songs', 'toddler songs', 'rhyme', 'nursery songs', 'cartoon', 'cartoon for kids', 'animation']",139,42204865,23413,2017-02-02,"2,438",17311
2010-05-18T03:12:54Z,Super Simple ABCs Phonics Song: A - I,"['Elementary School', 'animated', 'abc songs for toddlers', 'kindergarten', 'phonics songs', 'Alphabet', 'nursery', 'Educational', 'animation', 'supersimplesongs', 'アルファベット', 'elementary school', 'preschool', 'Phonics', 'abc', 'ABC Song', 'family', 'Lesson', 'Phonics Song', 'parents', 'a b c', 'read', 'abcd song', 'childrens', 'Simple', 'education', 'cartoon', 'Preschool Education', 'a b c song for children', 'homeschool', 'easy', 'ABCs', 'Songs', 'Super Simple ABCs', 'Super', 'rhymes', 'フォニックス']",58,42125578,12527,2010-05-18,"4,890",8615
2015-07-15T15:30:01Z,Head Shoulders Knees & Toes (Speeding Up) | Nursery Rhyme | Super Simple Songs,"['exercises', 'exercise for children', 'Super Simple Songs', 'nursery rhyme', 'exercise for kids', '#nurseryrhymes', 'exercise', 'head shoulders', 'preschool songs', 'nursery rhymes', 'nursery', 'nursery rhymes songs', 'head shoulders knees', 'Head Shoulders Knees and Toes', 'kids songs', 'rhymes', 'fitness', 'head and shoulders', 'kids song', 'preschool', 'aerobics', 'nursery rhymes kids', 'toddlerific', 'www.supersimplelearning.com']",114,41889729,62578,2015-07-15,"3,006",13935
2016-04-30T15:30:00Z,Do You Like Spaghetti Yogurt? | + More Nursery Rhymes | Super Simple Songs,"['Ice Cream', 'nursery rhyme', 'food songs', 'Broccoli Ice Cream', 'Milkshakes', 'Super Simple Songs', 'Pickle Pudding', 'Lasagna Ice Cream', 'Cake', 'Silly Songs', 'rhymes', 'pudding', 'nursery rhymes', 'Yogurt', 'nursery rhyme collection', 'Spaghetti Yogurt', 'nursery']",3956,41678629,64593,2016-04-30,"2,716",15346
2019-10-24T13:40:37Z,Pop The Bubbles | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'pop the bubble', 'pop the bubble song']",170,41526313,43915,2019-10-24,"1,444",28758
2019-04-11T14:30:01Z,The More We Get Together | Kids Songs | Super Simple Songs,"['the more we get together song', 'the more we get together', 'the more we get together lyrics', 'kids songs', 'songs for kids', 'nursery rhymes', 'children songs', 'toddler songs', 'kids song', 'education']",110,41030498,27613,2019-04-11,"1,640",25019
2017-06-03T15:30:01Z,10 Little Airplanes | Kids Songs | Count To Ten | Super Simple Songs,"['kids songs', 'songs for kids', '10 little airplanes', 'ten little airplanes', 'ten little song', 'airplanes for kids', 'planes for kids', 'count to ten', 'nursery rhymes', 'counting song', 'for kids', 'planes', 'airplanes', 'songs for chidren', 'for children', 'cartoons for kids', 'animation', 'rhymes', 'rhymes for kids', 'for toddlers', 'for babies', 'kids rhymes', 'nursery rhymes songs', 'kindergarten', 'english rhymes', 'children songs', 'rhymes songs', 'nursery songs', 'nursery songs for children', 'rhyme', 'rhymes for children']",127,40748718,45417,2017-06-03,"2,317",17587
